,node_1,node_2,link
225,675,597,1
226,676,605,1
227,677,71,1
228,678,528,1
229,679,30,1
230,679,32,1
231,680,90,1
232,681,402,1
233,686,119,1
234,686,223,1
235,687,626,1
236,688,60,1
237,688,252,1
238,688,412,1
239,690,445,1
240,693,531,1
241,693,648,1
242,694,250,1
243,695,659,1
244,697,642,1
245,698,360,1
246,698,474,1
247,700,624,1
248,700,625,1
249,701,15,1
250,702,504,1
251,704,376,1
252,705,192,1
253,706,453,1
254,707,158,1
255,707,195,1
256,707,196,1
257,709,340,1
258,709,341,1
259,709,529,1
260,710,438,1
261,711,485,1
262,713,347,1
263,715,84,1
264,716,611,1
265,718,611,1
266,719,520,1
267,720,438,1
268,721,188,1
269,722,635,1
270,722,638,1
271,723,552,1
272,725,93,1
273,728,243,1
274,729,67,1
275,730,351,1
276,732,20,1
277,732,267,1
278,733,566,1
279,734,213,1
280,734,490,1
281,734,492,1
282,735,86,1
283,735,195,1
284,735,216,1
285,735,307,1
286,736,250,1
287,739,63,1
288,740,164,1
289,742,645,1
290,744,65,1
291,745,666,1
292,746,299,1
293,747,43,1
294,747,73,1
295,747,83,1
296,747,91,1
297,747,110,1
298,747,113,1
299,747,146,1
300,747,153,1
301,747,175,1
302,747,186,1
303,747,198,1
304,747,205,1
305,747,229,1
306,747,234,1
307,747,235,1
308,747,315,1
309,747,330,1
310,747,336,1
311,747,349,1
312,747,353,1
313,747,362,1
314,747,368,1
315,747,369,1
316,747,386,1
317,747,458,1
318,747,489,1
319,747,494,1
320,747,526,1
321,747,545,1
322,747,561,1
323,747,579,1
324,747,588,1
325,747,599,1
326,747,609,1
327,747,610,1
328,747,620,1
329,747,628,1
330,747,655,1
331,747,665,1
332,747,680,1
333,747,685,1
334,747,699,1
335,748,137,1
336,749,197,1
337,749,552,1
338,750,244,1
339,751,8,1
340,751,14,1
341,751,258,1
342,751,435,1
343,751,544,1
344,753,409,1
345,753,444,1
346,754,478,1
347,756,176,1
348,756,379,1
349,757,188,1
350,758,265,1
351,759,23,1
352,759,93,1
353,759,292,1
354,760,88,1
355,761,9,1
356,761,40,1
357,761,535,1
358,762,88,1
359,763,241,1
360,765,163,1
361,766,181,1
362,767,255,1
363,767,569,1
364,769,764,1
365,770,350,1
366,771,72,1
367,771,104,1
368,771,202,1
369,771,747,1
370,772,312,1
371,772,768,1
372,773,656,1
373,774,331,1
374,775,162,1
375,776,342,1
376,776,398,1
377,777,533,1
378,778,109,1
379,779,542,1
380,779,747,1
381,793,42,1
382,795,794,1
383,843,568,1
384,845,784,1
385,847,710,1
386,858,281,1
387,865,795,1
388,867,46,1
389,875,370,1
390,879,700,1
391,881,112,1
392,881,572,1
393,884,109,1
394,890,18,1
395,890,866,1
396,896,888,1
397,904,292,1
398,908,414,1
399,913,909,1
400,917,850,1
401,919,908,1
402,933,483,1
403,933,875,1
404,940,934,1
405,955,560,1
406,962,829,1
407,967,957,1
408,969,954,1
409,972,953,1
410,973,802,1
411,974,970,1
412,978,664,1
413,979,879,1
414,982,910,1
415,990,805,1
416,993,973,1
417,999,347,1
418,1006,242,1
419,1006,472,1
420,1012,882,1
421,1015,996,1
422,1017,157,1
423,1023,878,1
424,1025,453,1
425,1027,56,1
426,1036,712,1
427,1038,916,1
428,1048,984,1
429,1052,600,1
430,1052,1051,1
431,1056,676,1
432,1056,1014,1
433,1059,1055,1
434,1060,237,1
435,1064,332,1
436,1064,952,1
437,1066,36,1
438,1066,1052,1
439,1079,864,1
440,1079,975,1
441,1084,991,1
442,1090,1023,1
443,1090,1029,1
444,1091,476,1
445,1091,676,1
446,1091,1014,1
447,1095,792,1
448,1096,1069,1
449,1103,1079,1
450,1111,258,1
451,1112,926,1
452,1116,31,1
453,1116,708,1
454,1116,736,1
455,1123,541,1
456,1125,166,1
457,1126,923,1
458,1129,26,1
459,1129,919,1
460,1130,959,1
461,1136,163,1
462,1136,800,1
463,1136,935,1
464,1140,981,1
465,1142,1018,1
466,1142,1136,1
467,1148,285,1
468,1153,856,1
469,1153,942,1
470,1153,1070,1
471,1153,1077,1
472,1153,1127,1
473,1156,1013,1
474,1157,741,1
475,1166,1160,1
476,1168,802,1
477,1171,1050,1
478,1172,915,1
479,1174,902,1
480,1174,1033,1
481,1174,1074,1
482,1174,1135,1
483,1176,254,1
484,1178,1099,1
485,1179,946,1
486,1181,569,1
487,1183,738,1
488,1184,141,1
489,1185,1000,1
490,1191,661,1
491,1191,692,1
492,1192,875,1
493,1193,1183,1
494,1196,840,1
495,1196,1038,1
496,1198,859,1
497,1198,1170,1
498,1201,325,1
499,1202,1183,1
500,1203,542,1
501,1203,779,1
502,1203,816,1
503,1204,537,1
504,1205,1153,1
505,1209,539,1
506,1212,817,1
507,1215,818,1
508,1215,819,1
509,1215,1209,1
510,1218,1035,1
511,1219,1153,1
512,1222,1129,1
513,1233,923,1
514,1234,13,1
515,1234,937,1
516,1234,977,1
517,1234,1187,1
518,1236,296,1
519,1236,382,1
520,1236,861,1
521,1236,1227,1
522,1240,742,1
523,1240,897,1
524,1240,1201,1
525,1241,912,1
526,1241,950,1
527,1241,998,1
528,1241,1141,1
529,1242,939,1
530,1247,1211,1
531,1248,66,1
532,1248,688,1
533,1248,835,1
534,1249,1054,1
535,1251,399,1
536,1251,1250,1
537,1252,820,1
538,1252,829,1
539,1252,830,1
540,1252,907,1
541,1252,918,1
542,1252,1115,1
543,1253,811,1
544,1253,1131,1
545,1254,930,1
546,1255,95,1
547,1255,99,1
548,1255,358,1
549,1255,894,1
550,1259,1081,1
551,1260,654,1
552,1260,1104,1
553,1262,1104,1
554,1265,611,1
555,1269,876,1
556,1271,236,1
557,1271,997,1
558,1273,319,1
559,1279,1065,1
560,1280,955,1
561,1282,1022,1
562,1283,391,1
563,1283,823,1
564,1284,230,1
565,1284,1055,1
566,1284,1169,1
567,1284,1283,1
568,1285,770,1
569,1285,968,1
570,1286,1136,1
571,1288,108,1
572,1288,499,1
573,1288,1091,1
574,1290,218,1
575,1290,893,1
576,1290,1019,1
577,1290,1226,1
578,1292,1071,1
579,1292,1085,1
580,1294,915,1
581,1295,886,1
582,1296,1198,1
583,1297,1174,1
584,1298,1285,1
585,1299,1218,1
586,1301,960,1
587,1302,983,1
588,1305,1065,1
589,1305,1106,1
590,1305,1274,1
591,1306,607,1
592,1309,924,1
593,1309,1132,1
594,1309,1186,1
595,1311,1140,1
596,1311,1253,1
597,1312,418,1
598,1313,1005,1
599,1316,882,1
600,1318,1283,1
601,1320,1300,1
602,1321,297,1
603,1321,814,1
604,1321,1041,1
605,1321,1080,1
606,1321,1190,1
607,1321,1222,1
608,1323,1145,1
609,1323,1195,1
610,1325,1175,1
611,1327,1165,1
612,1328,927,1
613,1328,947,1
614,1328,1031,1
615,1328,1101,1
616,1330,793,1
617,1330,1167,1
618,1331,1167,1
619,1332,1167,1
620,1333,1207,1
621,1333,1225,1
622,1334,1130,1
623,1335,885,1
624,1335,1032,1
625,1337,944,1
626,1338,784,1
627,1338,917,1
628,1338,1015,1
629,1340,427,1
630,1340,1075,1
631,1341,1044,1
632,1342,1300,1
633,1345,1344,1
634,1347,1147,1
635,1347,1241,1
636,1349,1217,1
637,1350,1151,1
638,1354,806,1
639,1354,911,1
640,1354,992,1
641,1354,994,1
642,1354,1001,1
643,1354,1039,1
644,1354,1040,1
645,1354,1089,1
646,1354,1188,1
647,1354,1304,1
648,1354,1317,1
649,1359,1057,1
650,1360,1095,1
651,1363,786,1
652,1365,809,1
653,1365,812,1
654,1365,814,1
655,1365,1044,1
656,1367,817,1
657,1368,454,1
658,1368,991,1
659,1369,1333,1
660,1371,1114,1
661,1372,352,1
662,1372,896,1
663,1372,904,1
664,1374,869,1
665,1376,306,1
666,1378,21,1
667,1378,239,1
668,1380,1113,1
669,1382,1285,1
670,1382,1313,1
671,1383,152,1
672,1384,1383,1
673,1387,1239,1
674,1388,1025,1
675,1388,1027,1
676,1389,821,1
677,1391,1319,1
678,1392,1299,1
679,1393,976,1
680,1393,1097,1
681,1393,1128,1
682,1394,967,1
683,1396,970,1
684,1397,905,1
685,1397,1393,1
686,1398,1383,1
687,1400,848,1
688,1400,967,1
689,1401,562,1
690,1402,847,1
691,1403,1112,1
692,1404,1143,1
693,1409,789,1
694,1409,958,1
695,1410,1153,1
696,1411,1203,1
697,1413,1102,1
698,1414,945,1
699,1414,1393,1
700,1416,922,1
701,1416,923,1
702,1418,726,1
703,1418,989,1
704,1420,1047,1
705,1420,1354,1
706,1421,821,1
707,1421,1417,1
708,1422,1273,1
709,1426,1354,1
710,1427,525,1
711,1429,1208,1
712,1430,1356,1
713,1431,698,1
714,1431,861,1
715,1431,1181,1
716,1431,1412,1
717,1433,798,1
718,1433,1026,1
719,1433,1095,1
720,1434,1208,1
721,1435,1028,1
722,1435,1042,1
723,1435,1043,1
724,1436,895,1
725,1437,787,1
726,1437,891,1
727,1437,1287,1
728,1438,807,1
729,1439,803,1
730,1440,1378,1
731,1444,1135,1
732,1444,1442,1
733,1445,675,1
734,1445,1442,1
735,1446,948,1
736,1446,1282,1
737,1449,1025,1
738,1450,808,1
739,1451,1346,1
740,1452,560,1
741,1452,1289,1
742,1452,1375,1
743,1453,539,1
744,1453,1152,1
745,1453,1210,1
746,1454,524,1
747,1454,1169,1
748,1456,1095,1
749,1456,1343,1
750,1457,828,1
751,1458,838,1
752,1459,45,1
753,1459,57,1
754,1459,167,1
755,1459,210,1
756,1459,473,1
757,1459,633,1
758,1459,775,1
759,1460,924,1
760,1461,1357,1
761,1462,1457,1
762,1463,1361,1
763,1463,1399,1
764,1463,1405,1
765,1463,1406,1
766,1464,1021,1
767,1464,1100,1
768,1464,1254,1
769,1465,1354,1
770,1466,728,1
771,1467,793,1
772,1467,1333,1
773,1468,847,1
774,1468,848,1
775,1469,1456,1
776,1470,411,1
777,1470,1037,1
778,1470,1464,1
779,1471,1281,1
780,1471,1282,1
781,1472,878,1
782,1474,1473,1
783,1475,801,1
784,1476,1277,1
785,1477,1252,1
786,1478,1336,1
787,1479,1102,1
788,1483,1123,1
789,1483,1125,1
790,1484,931,1
791,1484,1057,1
792,1484,1092,1
793,1484,1197,1
794,1484,1430,1
795,1484,1482,1
796,1485,1252,1
797,1488,980,1
798,1489,837,1
799,1490,531,1
800,1490,1488,1
801,1491,851,1
802,1491,903,1
803,1491,1390,1
804,1493,774,1
805,1493,867,1
806,1494,1282,1
807,1495,1231,1
808,1496,1125,1
809,1497,580,1
810,1497,1212,1
811,1498,1049,1
812,1498,1071,1
813,1498,1351,1
814,1499,1050,1
815,1499,1306,1
816,1499,1310,1
817,1501,447,1
818,1501,693,1
819,1501,1471,1
820,1502,1288,1
821,1502,1393,1
822,1505,932,1
823,1507,1108,1
824,1507,1308,1
825,1507,1506,1
826,1509,589,1
827,1509,592,1
828,1509,1144,1
829,1510,1234,1
830,1511,1357,1
831,1512,999,1
832,1512,1087,1
833,1512,1267,1
834,1512,1463,1
835,1514,429,1
836,1514,1333,1
837,1515,936,1
838,1515,961,1
839,1515,988,1
840,1516,1218,1
841,1519,963,1
842,1519,1177,1
843,1520,354,1
844,1520,872,1
845,1520,873,1
846,1520,874,1
847,1520,920,1
848,1520,1072,1
849,1520,1200,1
850,1520,1211,1
851,1520,1246,1
852,1520,1258,1
853,1521,1185,1
854,1521,1237,1
855,1521,1484,1
856,1522,1484,1
857,1523,813,1
858,1523,815,1
859,1523,880,1
860,1523,1136,1
861,1524,1243,1
862,1524,1245,1
863,1524,1381,1
864,1525,1276,1
865,1525,1415,1
866,1525,1503,1
867,1525,1504,1
868,1525,1506,1
869,1526,1520,1
870,1526,1524,1
871,1527,1240,1
872,1528,1487,1
873,1529,882,1
874,1529,1314,1
875,1531,887,1
876,1531,983,1
877,1531,1154,1
878,1532,577,1
879,1532,782,1
880,1532,925,1
881,1532,1480,1
882,1532,1487,1
883,1533,781,1
884,1533,970,1
885,1533,1277,1
886,1534,1122,1
887,1534,1163,1
888,1534,1278,1
889,1536,1518,1
890,1537,629,1
891,1537,1348,1
892,1537,1535,1
893,1539,449,1
894,1539,924,1
895,1540,842,1
896,1540,1045,1
897,1540,1118,1
898,1540,1443,1
899,1540,1459,1
900,1541,1395,1
901,1542,801,1
902,1543,1527,1
903,1544,566,1
904,1544,1206,1
905,1546,63,1
906,1546,1376,1
907,1547,142,1
908,1547,427,1
909,1547,1283,1
910,1548,76,1
911,1548,1291,1
912,1548,1374,1
913,1550,684,1
914,1550,1238,1
915,1550,1419,1
916,1550,1425,1
917,1550,1427,1
918,1551,272,1
919,1551,914,1
920,1552,1212,1
921,1553,82,1
922,1554,901,1
923,1554,1401,1
924,1554,1552,1
925,1554,1553,1
926,1555,558,1
927,1555,1158,1
928,1555,1550,1
929,1556,1534,1
930,1556,1537,1
931,1557,650,1
932,1560,535,1
933,1561,967,1
934,1562,355,1
935,1562,631,1
936,1563,53,1
937,1563,357,1
938,1563,803,1
939,1565,899,1
940,1565,1088,1
941,1567,1124,1
942,1567,1358,1
943,1567,1566,1
944,1568,1053,1
945,1568,1328,1
946,1569,1008,1
947,1569,1011,1
948,1569,1327,1
949,1569,1486,1
950,1572,163,1
951,1573,1432,1
952,1573,1481,1
953,1574,484,1
954,1574,1017,1
955,1575,1305,1
956,1576,375,1
957,1577,343,1
958,1577,427,1
959,1577,658,1
960,1579,1103,1
961,1580,689,1
962,1580,1577,1
963,1581,657,1
964,1581,764,1
965,1581,1447,1
966,1583,900,1
967,1585,804,1
968,1586,1388,1
969,1587,1569,1
970,1589,910,1
971,1590,965,1
972,1591,871,1
973,1591,954,1
974,1591,1050,1
975,1592,405,1
976,1592,1176,1
977,1592,1298,1
978,1593,978,1
979,1593,1116,1
980,1593,1288,1
981,1593,1437,1
982,1593,1461,1
983,1594,163,1
984,1594,1136,1
985,1595,151,1
986,1595,836,1
987,1595,1576,1
988,1596,314,1
989,1596,348,1
990,1596,1244,1
991,1597,486,1
992,1597,1138,1
993,1597,1148,1
994,1597,1534,1
995,1598,780,1
996,1598,1139,1
997,1598,1572,1
998,1599,671,1
999,1600,946,1
1000,1600,1293,1
1001,1601,1429,1
1002,1602,339,1
1003,1602,1326,1
1004,1602,1549,1
1005,1604,1272,1
1006,1604,1281,1
1007,1604,1451,1
1008,1605,1491,1
1009,1606,826,1
1010,1607,848,1
1011,1607,1053,1
1012,1607,1223,1
1013,1607,1335,1
1014,1608,949,1
1015,1608,987,1
1016,1609,1569,1
1017,1610,1028,1
1018,1610,1037,1
1019,1611,100,1
1020,1611,1379,1
1021,1611,1380,1
1022,1612,1517,1
1023,1613,784,1
1024,1613,1162,1
1025,1615,1229,1
1026,1616,565,1
1027,1616,882,1
1028,1617,236,1
1029,1617,430,1
1030,1617,1107,1
1031,1618,1112,1
1032,1618,1220,1
1033,1619,1613,1
1034,1619,1614,1
1035,1620,1177,1
1036,1620,1180,1
1037,1621,300,1
1038,1621,594,1
1039,1621,752,1
1040,1621,824,1
1041,1621,1194,1
1042,1621,1448,1
1043,1622,1312,1
1044,1622,1428,1
1045,1622,1578,1
1046,1623,1313,1
1047,1624,1550,1
1048,1625,1580,1
1049,1626,1164,1
1050,1627,479,1
1051,1627,1177,1
1052,1628,1063,1
1053,1628,1175,1
1054,1629,796,1
1055,1630,1150,1
1056,1630,1195,1
1057,1630,1203,1
1058,1631,934,1
1059,1633,1471,1
1060,1634,74,1
1061,1634,1252,1
1062,1635,1214,1
1063,1636,245,1
1064,1636,928,1
1065,1636,1073,1
1066,1637,430,1
1067,1637,1562,1
1068,1638,1441,1
1069,1639,809,1
1070,1639,1615,1
1071,1640,540,1
1072,1640,603,1
1073,1640,1121,1
1074,1640,1345,1
1075,1640,1355,1
1076,1641,558,1
1077,1641,1086,1
1078,1642,313,1
1079,1642,986,1
1080,1642,1377,1
1081,1642,1475,1
1082,1644,701,1
1083,1644,822,1
1084,1644,1328,1
1085,1645,477,1
1086,1645,797,1
1087,1646,145,1
1088,1646,943,1
1089,1648,1355,1
1090,1649,868,1
1091,1649,1213,1
1092,1649,1643,1
1093,1650,163,1
1094,1650,1466,1
1095,1651,877,1
1096,1651,1010,1
1097,1651,1061,1
1098,1651,1578,1
1099,1653,1385,1
1100,1654,852,1
1101,1654,855,1
1102,1654,1338,1
1103,1655,1313,1
1104,1657,1307,1
1105,1657,1422,1
1106,1657,1462,1
1107,1657,1595,1
1108,1658,884,1
1109,1659,1094,1
1110,1659,1652,1
1111,1660,952,1
1112,1660,1083,1
1113,1661,791,1
1114,1661,1358,1
1115,1661,1469,1
1116,1662,1036,1
1117,1663,1266,1
1118,1665,539,1
1119,1665,883,1
1120,1666,719,1
1121,1666,1133,1
1122,1668,1488,1
1123,1669,1236,1
1124,1670,1016,1
1125,1670,1218,1
1126,1671,344,1
1127,1671,1512,1
1128,1672,696,1
1129,1672,807,1
1130,1672,899,1
1131,1672,903,1
1132,1672,1352,1
1133,1672,1564,1
1134,1673,910,1
1135,1673,964,1
1136,1673,965,1
1137,1673,966,1
1138,1673,1573,1
1139,1675,163,1
1140,1675,1153,1
1141,1676,207,1
1142,1676,565,1
1143,1676,1146,1
1144,1677,1120,1
1145,1678,861,1
1146,1678,1339,1
1147,1678,1570,1
1148,1679,627,1
1149,1680,1123,1
1150,1680,1354,1
1151,1680,1674,1
1152,1682,1681,1
1153,1683,1198,1
1154,1684,1647,1
1155,1685,1069,1
1156,1685,1455,1
1157,1686,837,1
1158,1687,148,1
1159,1687,773,1
1160,1687,870,1
1161,1687,898,1
1162,1687,1137,1
1163,1687,1189,1
1164,1687,1459,1
1165,1687,1557,1
1166,1687,1632,1
1167,1687,1649,1
1168,1688,1178,1
1169,1688,1228,1
1170,1689,38,1
1171,1691,422,1
1172,1691,793,1
1173,1692,228,1
1174,1692,1484,1
1175,1693,1228,1
1176,1694,793,1
1177,1694,1455,1
1178,1695,1354,1
1179,1696,1114,1
1180,1696,1334,1
1181,1697,16,1
1182,1697,804,1
1183,1697,1599,1
1184,1697,1664,1
1185,1697,1667,1
1186,1697,1683,1
1187,1698,686,1
1188,1698,1626,1
1189,1699,1215,1
1190,1700,1157,1
1191,1701,33,1
1192,1701,36,1
1193,1701,832,1
1194,1701,1591,1
1195,1702,1161,1
1196,1702,1199,1
1197,1703,740,1
1198,1703,1559,1
1199,1703,1697,1
1200,1704,745,1
1201,1704,1157,1
1202,1705,459,1
1203,1705,1364,1
1204,1705,1469,1
1205,1706,799,1
1206,1706,1385,1
1207,1706,1635,1
1208,1707,824,1
1209,1707,825,1
1210,1707,1215,1
1211,1708,1333,1
1212,1709,59,1
1213,1709,570,1
1214,1709,839,1
1215,1709,1520,1
1216,1710,1450,1
1217,1710,1656,1
1218,1711,1515,1
1219,1711,1581,1
1220,1712,1025,1
1221,1712,1290,1
1222,1714,1458,1
1223,1716,138,1
1224,1716,892,1
1225,1717,163,1
1226,1717,941,1
1227,1717,1380,1
1228,1717,1441,1
1229,1718,28,1
1230,1718,810,1
1231,1718,1079,1
1232,1718,1373,1
1233,1719,1216,1
1234,1720,849,1
1235,1721,1569,1
1236,1722,99,1
1237,1723,1619,1
1238,1723,1722,1
1239,1724,1079,1
1240,1724,1492,1
1241,1724,1508,1
1242,1724,1538,1
1243,1725,921,1
1244,1725,1265,1
1245,1726,314,1
1246,1726,1182,1
1247,1726,1569,1
1248,1726,1679,1
1249,1726,1684,1
1250,1727,738,1
1251,1727,1376,1
1252,1728,1474,1
1253,1729,163,1
1254,1729,1016,1
1255,1729,1110,1
1256,1730,1034,1
1257,1730,1533,1
1258,1731,888,1
1259,1732,1493,1
1260,1733,41,1
1261,1733,904,1
1262,1734,163,1
1263,1734,793,1
1264,1734,1249,1
1265,1734,1592,1
1266,1734,1715,1
1267,1735,983,1
1268,1735,1002,1
1269,1735,1626,1
1270,1736,1690,1
1271,1737,415,1
1272,1737,1178,1
1273,1737,1736,1
1274,1738,538,1
1275,1738,1264,1
1276,1738,1689,1
1277,1739,641,1
1278,1739,848,1
1279,1740,1136,1
1280,1740,1305,1
1281,1741,601,1
1282,1741,738,1
1283,1747,419,1
1284,1755,611,1
1285,1756,1663,1
1286,1760,427,1
1287,1763,639,1
1288,1766,477,1
1289,1774,990,1
1290,1775,1728,1
1291,1778,731,1
1292,1782,566,1
1293,1784,844,1
1294,1792,430,1
1295,1792,582,1
1296,1796,1030,1
1297,1799,163,1
1298,1799,727,1
1299,1799,1424,1
1300,1803,84,1
1301,1803,99,1
1302,1807,163,1
1303,1808,638,1
1304,1810,1766,1
1305,1812,783,1
1306,1812,785,1
1307,1812,1155,1
1308,1812,1407,1
1309,1812,1513,1
1310,1814,576,1
1311,1814,1067,1
1312,1814,1801,1
1313,1815,238,1
1314,1819,224,1
1315,1821,834,1
1316,1821,1801,1
1317,1825,121,1
1318,1825,978,1
1319,1825,979,1
1320,1826,689,1
1321,1828,567,1
1322,1836,1831,1
1323,1841,564,1
1324,1841,1741,1
1325,1845,979,1
1326,1857,125,1
1327,1859,471,1
1328,1859,554,1
1329,1859,565,1
1330,1859,621,1
1331,1859,1791,1
1332,1860,548,1
1333,1860,683,1
1334,1860,906,1
1335,1861,1853,1
1336,1867,1754,1
1337,1869,1754,1
1338,1872,1696,1
1339,1872,1771,1
1340,1877,414,1
1341,1877,578,1
1342,1879,1760,1
1343,1889,562,1
1344,1889,730,1
1345,1891,58,1
1346,1891,200,1
1347,1891,206,1
1348,1891,1774,1
1349,1891,1875,1
1350,1894,827,1
1351,1894,909,1
1352,1895,102,1
1353,1895,1893,1
1354,1896,1851,1
1355,1897,25,1
1356,1897,732,1
1357,1898,278,1
1358,1899,327,1
1359,1902,1884,1
1360,1902,1885,1
1361,1902,1886,1
1362,1902,1887,1
1363,1904,643,1
1364,1905,55,1
1365,1905,163,1
1366,1905,1834,1
1367,1908,442,1
1368,1908,1893,1
1369,1909,1545,1
1370,1910,705,1
1371,1911,1098,1
1372,1912,304,1
1373,1913,416,1
1374,1913,1803,1
1375,1917,1796,1
1376,1920,1874,1
1377,1927,1847,1
1378,1931,1408,1
1379,1932,18,1
1380,1932,576,1
1381,1932,1912,1
1382,1933,748,1
1383,1937,107,1
1384,1937,389,1
1385,1937,623,1
1386,1937,1064,1
1387,1938,1764,1
1388,1938,1765,1
1389,1938,1770,1
1390,1940,860,1
1391,1941,748,1
1392,1941,1926,1
1393,1943,1696,1
1394,1943,1936,1
1395,1946,1030,1
1396,1948,1746,1
1397,1954,978,1
1398,1959,177,1
1399,1960,1949,1
1400,1962,1827,1
1401,1964,1644,1
1402,1964,1863,1
1403,1966,1825,1
1404,1967,695,1
1405,1968,527,1
1406,1976,1854,1
1407,1979,68,1
1408,1979,1844,1
1409,1979,1845,1
1410,1980,262,1
1411,1980,758,1
1412,1981,1915,1
1413,1982,41,1
1414,1985,995,1
1415,1986,70,1
1416,1989,1882,1
1417,1990,121,1
1418,1990,201,1
1419,1990,233,1
1420,1993,729,1
1421,1993,1945,1
1422,1995,1800,1
1423,1995,1907,1
1424,1997,1996,1
1425,1998,1873,1
1426,1999,427,1
1427,2001,833,1
1428,2001,1796,1
1429,2006,1824,1
1430,2007,68,1
1431,2007,1779,1
1432,2007,1780,1
1433,2013,74,1
1434,2016,342,1
1435,2016,467,1
1436,2016,1800,1
1437,2018,562,1
1438,2018,1828,1
1439,2018,2014,1
1440,2020,1857,1
1441,2024,427,1
1442,2024,737,1
1443,2024,1778,1
1444,2024,1932,1
1445,2026,570,1
1446,2026,1922,1
1447,2028,308,1
1448,2029,1818,1
1449,2033,430,1
1450,2034,577,1
1451,2035,1084,1
1452,2039,1060,1
1453,2039,1890,1
1454,2041,1744,1
1455,2044,80,1
1456,2044,1149,1
1457,2045,638,1
1458,2046,616,1
1459,2048,1854,1
1460,2051,1969,1
1461,2053,488,1
1462,2054,109,1
1463,2056,271,1
1464,2057,790,1
1465,2057,1510,1
1466,2058,755,1
1467,2058,757,1
1468,2059,453,1
1469,2060,857,1
1470,2060,1483,1
1471,2061,96,1
1472,2062,2052,1
1473,2062,2060,1
1474,2062,2061,1
1475,2064,1777,1
1476,2064,1802,1
1477,2065,1985,1
1478,2066,985,1
1479,2066,2062,1
1480,2067,1792,1
1481,2068,355,1
